tournament,city,country,date,tournament_type,discipline,round,winner,nb_sets,retired,game_1_score,game_2_score,game_3_score,team_one_player_one,team_one_player_two,team_two_player_one,team_two_player_two,team_one_player_one_nationality,team_one_player_two_nationality,team_two_player_one_nationality,team_two_player_two_nationality,team_one_total_points,team_two_total_points,team_one_most_consecutive_points,team_two_most_consecutive_points,team_one_game_points,team_two_game_points,team_one_most_consecutive_points_game_1,team_two_most_consecutive_points_game_1,team_one_game_points_game_1,team_two_game_points_game_1,game_1_scores,team_one_most_consecutive_points_game_2,team_two_most_consecutive_points_game_2,team_one_game_points_game_2,team_two_game_points_game_2,game_2_scores,team_one_most_consecutive_points_game_3,team_two_most_consecutive_points_game_3,team_one_game_points_game_3,team_two_game_points_game_3,game_3_scores
PRINCESS SIRIVANNAVARI Thailand Masters 2018,Bangkok,Thailand,09-01-2018,HSBC BWF World Tour Super 300,XD,Round of 32,2,2,False,19-21,15-21,,Tak Ching Chang,Wing Yung Ng,Peng Soon Chan,Peng Soon Chan,HKG,HKG,MAS,MAS,34,42,5,5,0,5,5,5,0,2,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '5-1', '6-1', '6-2', '6-3', '7-3', '7-4', '7-5', '7-6', '7-7', '8-7', '8-8', '9-8', '9-9', '10-9', '10-10', '10-11', '10-12', '10-13', '10-14', '11-14', '12-14', '13-14', '14-14', '14-15', '15-15', '16-15', '16-16', '17-16', '18-16', '18-17', '18-18', '18-19', '18-20', '19-20', '19-21']",2.0,3.0,0.0,3.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '1-5', '2-5', '2-6', '3-6', '3-7', '3-8', '3-9', '4-9', '4-10', '4-11', '5-11', '6-11', '6-12', '6-13', '7-13', '7-14', '7-15', '8-15', '9-15', '9-16', '10-16', '11-16', '11-17', '11-18', '12-18', '12-19', '13-19', '13-20', '14-20', '15-20', '15-21']",,,,,[]
PRINCESS SIRIVANNAVARI Thailand Masters 2018,Bangkok,Thailand,09-01-2018,HSBC BWF World Tour Super 300,XD,Round of 32,1,2,False,21-18,21-19,,Ronald Ronald,Mychelle Crhystine Bandaso,Julien Maio,Julien Maio,INA,INA,FRA,FRA,42,37,4,4,5,0,4,4,2,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '3-3', '4-3', '5-3', '5-4', '5-5', '6-5', '6-6', '6-7', '7-7', '7-8', '7-9', '7-10', '7-11', '8-11', '9-11', '10-11', '10-12', '10-13', '11-13', '12-13', '12-14', '13-14', '13-15', '13-16', '14-16', '15-16', '16-16', '17-16', '17-17', '18-17', '19-17', '20-17', '20-18', '21-18']",4.0,3.0,3.0,0.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '3-3', '4-3', '4-4', '5-4', '6-4', '6-5', '7-5', '7-6', '8-6', '8-7', '9-7', '10-7', '10-8', '10-9', '10-10', '11-10', '11-11', '12-11', '13-11', '13-12', '13-13', '14-13', '15-13', '16-13', '16-14', '16-15', '17-15', '18-15', '19-15', '19-16', '19-17', '20-17', '20-18', '20-19', '21-19']",,,,,[]
PRINCESS SIRIVANNAVARI Thailand Masters 2018,Bangkok,Thailand,09-01-2018,HSBC BWF World Tour Super 300,XD,Round of 32,1,3,False,21-17,21-23,21-17,Nipitphon Phuangphuapet,Jongkolphan Kititharakul,Robin Tabeling,Robin Tabeling,THA,THA,NED,NED,63,57,5,3,5,2,5,3,1,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '4-2', '4-3', '5-3', '6-3', '7-3', '8-3', '9-3', '9-4', '9-5', '10-5', '10-6', '11-6', '11-7', '11-8', '11-9', '12-9', '12-10', '13-10', '14-10', '14-11', '15-11', '15-12', '16-12', '17-12', '18-12', '18-13', '18-14', '18-15', '19-15', '19-16', '19-17', '20-17', '21-17']",5.0,3.0,1.0,2.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '2-4', '3-4', '3-5', '4-5', '5-5', '5-6', '6-6', '6-7', '7-7', '7-8', '7-9', '7-10', '8-10', '8-11', '8-12', '8-13', '9-13', '10-13', '11-13', '12-13', '13-13', '13-14', '14-14', '15-14', '15-15', '15-16', '16-16', '16-17', '17-17', '17-18', '17-19', '18-19', '19-19', '20-19', '20-20', '20-21', '21-21', '21-22', '21-23']",3.0,2.0,3.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '3-3', '4-3', '4-4', '5-4', '6-4', '6-5', '7-5', '7-6', '8-6', '9-6', '10-6', '10-7', '11-7', '12-7', '12-8', '13-8', '14-8', '14-9', '14-10', '15-10', '16-10', '16-11', '16-12', '17-12', '17-13', '18-13', '19-13', '19-14', '19-15', '20-15', '20-16', '20-17', '21-17']"
PRINCESS SIRIVANNAVARI Thailand Masters 2018,Bangkok,Thailand,09-01-2018,HSBC BWF World Tour Super 300,XD,Round of 32,2,2,False,13-21,17-21,,Kittisak Namdash,Savitree Amitrapai,Sawan Serasinghe,Sawan Serasinghe,THA,THA,AUS,AUS,30,42,3,7,0,3,2,7,0,1,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '3-5', '3-6', '4-6', '4-7', '4-8', '5-8', '6-8', '6-9', '6-10', '6-11', '6-12', '6-13', '6-14', '6-15', '7-15', '8-15', '8-16', '9-16', '9-17', '10-17', '11-17', '11-18', '11-19', '12-19', '13-19', '13-20', '13-21']",3.0,4.0,0.0,2.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '4-2', '4-3', '5-3', '5-4', '5-5', '5-6', '6-6', '6-7', '7-7', '7-8', '8-8', '9-8', '10-8', '10-9', '10-10', '10-11', '10-12', '11-12', '11-13', '11-14', '12-14', '12-15', '13-15', '13-16', '14-16', '14-17', '14-18', '15-18', '15-19', '16-19', '16-20', '17-20', '17-21']",,,,,[]
PRINCESS SIRIVANNAVARI Thailand Masters 2018,Bangkok,Thailand,09-01-2018,HSBC BWF World Tour Super 300,XD,Round of 32,1,2,False,22-20,21-17,,Hee Chun Mak,Yi Ting Wu,Venkat Gaurav Prasad,Venkat Gaurav Prasad,HKG,HKG,IND,IND,43,37,4,4,3,1,4,4,1,1,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '2-4', '3-4', '3-5', '4-5', '4-6', '4-7', '4-8', '4-9', '5-9', '5-10', '6-10', '7-10', '8-10', '9-10', '9-11', '10-11', '10-12', '11-12', '12-12', '13-12', '13-13', '13-14', '14-14', '14-15', '14-16', '14-17', '14-18', '15-18', '16-18', '17-18', '18-18', '18-19', '19-19', '19-20', '20-20', '21-20', '22-20']",4.0,3.0,2.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '5-1', '5-2', '5-3', '6-3', '7-3', '7-4', '8-4', '9-4', '9-5', '9-6', '10-6', '10-7', '10-8', '11-8', '11-9', '12-9', '12-10', '12-11', '12-12', '13-12', '14-12', '15-12', '15-13', '16-13', '16-14', '17-14', '17-15', '18-15', '19-15', '19-16', '20-16', '20-17', '21-17']",,,,,[]
PRINCESS SIRIVANNAVARI Thailand Masters 2018,Bangkok,Thailand,10-01-2018,HSBC BWF World Tour Super 300,XD,Round of 32,1,3,False,17-21,21-16,21-19,Danny Bawa Chrisnanta,Jia Ying Crystal Wong,Supak Jomkoh,Supak Jomkoh,SGP,SGP,THA,THA,59,56,4,4,4,2,3,3,0,2,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '4-2', '4-3', '4-4', '4-5', '5-5', '6-5', '7-5', '7-6', '7-7', '8-7', '8-8', '9-8', '9-9', '9-10', '10-10', '10-11', '10-12', '10-13', '11-13', '11-14', '11-15', '12-15', '13-15', '13-16', '13-17', '14-17', '14-18', '15-18', '15-19', '16-19', '16-20', '17-20', '17-21']",3.0,2.0,2.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '5-3', '6-3', '6-4', '7-4', '8-4', '8-5', '9-5', '9-6', '10-6', '11-6', '11-7', '12-7', '13-7', '13-8', '13-9', '14-9', '14-10', '14-11', '15-11', '15-12', '15-13', '16-13', '16-14', '17-14', '18-14', '18-15', '19-15', '20-15', '20-16', '21-16']",4.0,4.0,2.0,0.0,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '2-4', '2-5', '3-5', '3-6', '4-6', '4-7', '5-7', '5-8', '6-8', '7-8', '8-8', '8-9', '8-10', '8-11', '8-12', '9-12', '10-12', '11-12', '12-12', '12-13', '13-13', '13-14', '14-14', '15-14', '15-15', '16-15', '17-15', '17-16', '17-17', '18-17', '18-18', '19-18', '20-18', '20-19', '21-19']"
PRINCESS SIRIVANNAVARI Thailand Masters 2018,Bangkok,Thailand,10-01-2018,HSBC BWF World Tour Super 300,XD,Round of 32,2,2,False,17-21,11-21,,Shing Choi Yeung,Nga Ting Yeung,Ronan Labar,Ronan Labar,HKG,HKG,FRA,FRA,28,42,3,6,0,3,3,5,0,1,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '4-4', '5-4', '6-4', '6-5', '6-6', '7-6', '8-6', '8-7', '8-8', '8-9', '9-9', '10-9', '10-10', '11-10', '12-10', '13-10', '13-11', '13-12', '13-13', '14-13', '14-14', '15-14', '15-15', '15-16', '16-16', '17-16', '17-17', '17-18', '17-19', '17-20', '17-21']",2.0,5.0,0.0,2.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '3-3', '4-3', '4-4', '4-5', '4-6', '4-7', '4-8', '5-8', '5-9', '6-9', '7-9', '7-10', '7-11', '7-12', '8-12', '8-13', '8-14', '9-14', '9-15', '9-16', '9-17', '9-18', '9-19', '10-19', '10-20', '11-20', '11-21']",,,,,[]
PRINCESS SIRIVANNAVARI Thailand Masters 2018,Bangkok,Thailand,10-01-2018,HSBC BWF World Tour Super 300,XD,Round of 32,2,3,False,21-13,14-21,11-21,Natchanon Tulamok,Natcha Saengchote,Tang Jie Chen,Tang Jie Chen,THA,THA,MAS,MAS,46,55,6,8,1,2,6,3,1,0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '3-3', '4-3', '4-4', '5-4', '6-4', '7-4', '8-4', '9-4', '10-4', '10-5', '10-6', '11-6', '12-6', '12-7', '12-8', '13-8', '13-9', '13-10', '13-11', '14-11', '14-12', '15-12', '16-12', '17-12', '17-13', '18-13', '19-13', '20-13', '21-13']",3.0,4.0,0.0,1.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '2-4', '2-5', '3-5', '4-5', '4-6', '4-7', '5-7', '6-7', '7-7', '7-8', '7-9', '7-10', '8-10', '8-11', '8-12', '9-12', '10-12', '10-13', '11-13', '11-14', '12-14', '12-15', '12-16', '12-17', '12-18', '13-18', '13-19', '14-19', '14-20', '14-21']",4.0,8.0,0.0,1.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '4-4', '4-5', '4-6', '4-7', '4-8', '4-9', '4-10', '4-11', '4-12', '5-12', '6-12', '7-12', '8-12', '8-13', '8-14', '9-14', '9-15', '9-16', '9-17', '9-18', '9-19', '10-19', '11-19', '11-20', '11-21']"
PRINCESS SIRIVANNAVARI Thailand Masters 2018,Bangkok,Thailand,10-01-2018,HSBC BWF World Tour Super 300,XD,Round of 32,1,2,False,21-16,21-13,,Jacco Arends,Selena Piek,Parinyawat Thongnuam,Parinyawat Thongnuam,NED,NED,THA,THA,42,29,6,3,8,0,4,3,4,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '6-3', '6-4', '7-4', '7-5', '8-5', '8-6', '9-6', '9-7', '10-7', '11-7', '12-7', '13-7', '13-8', '13-9', '13-10', '14-10', '14-11', '15-11', '15-12', '16-12', '17-12', '18-12', '19-12', '19-13', '20-13', '20-14', '20-15', '20-16', '21-16']",6.0,3.0,4.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '4-2', '5-2', '6-2', '6-3', '6-4', '6-5', '7-5', '8-5', '8-6', '8-7', '9-7', '10-7', '11-7', '12-7', '13-7', '14-7', '14-8', '15-8', '16-8', '16-9', '16-10', '17-10', '18-10', '19-10', '20-10', '20-11', '20-12', '20-13', '21-13']",,,,,[]
PRINCESS SIRIVANNAVARI Thailand Masters 2018,Bangkok,Thailand,11-01-2018,HSBC BWF World Tour Super 300,XD,Round of 16,2,2,False,11-21,15-21,,Hee Chun Mak,Yi Ting Wu,Nipitphon Phuangphuapet,Nipitphon Phuangphuapet,HKG,HKG,THA,THA,26,42,4,9,0,4,2,6,0,1,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '3-3', '3-4', '3-5', '4-5', '5-5', '5-6', '5-7', '5-8', '6-8', '7-8', '7-9', '7-10', '7-11', '7-12', '7-13', '7-14', '8-14', '8-15', '9-15', '9-16', '9-17', '9-18', '9-19', '10-19', '11-19', '11-20', '11-21']",4.0,9.0,0.0,3.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '4-2', '4-3', '5-3', '6-3', '6-4', '7-4', '7-5', '7-6', '7-7', '8-7', '8-8', '9-8', '9-9', '9-10', '9-11', '9-12', '9-13', '9-14', '9-15', '9-16', '9-17', '10-17', '10-18', '11-18', '11-19', '12-19', '13-19', '13-20', '14-20', '15-20', '15-21']",,,,,[]
