tournament,city,country,date,tournament_type,discipline,round,winner,nb_sets,retired,game_1_score,game_2_score,game_3_score,team_one_player_one,team_one_player_two,team_two_player_one,team_two_player_two,team_one_player_one_nationality,team_one_player_two_nationality,team_two_player_one_nationality,team_two_player_two_nationality,team_one_total_points,team_two_total_points,team_one_most_consecutive_points,team_two_most_consecutive_points,team_one_game_points,team_two_game_points,team_one_most_consecutive_points_game_1,team_two_most_consecutive_points_game_1,team_one_game_points_game_1,team_two_game_points_game_1,game_1_scores,team_one_most_consecutive_points_game_2,team_two_most_consecutive_points_game_2,team_one_game_points_game_2,team_two_game_points_game_2,game_2_scores,team_one_most_consecutive_points_game_3,team_two_most_consecutive_points_game_3,team_one_game_points_game_3,team_two_game_points_game_3,game_3_scores
TOYOTA Thailand Open 2018,Bangkok,Thailand,11-07-2018,HSBC BWF World Tour Super 500,MD,Round of 32,1,2,False,21-17,21-19,,Chengkai Han,Haodong Zhou,Takuro Hoki,Takuro Hoki,CHN,CHN,JPN,JPN,42,36,7,3,7,0,5,3,3,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '4-2', '5-2', '6-2', '6-3', '7-3', '7-4', '7-5', '7-6', '8-6', '9-6', '9-7', '10-7', '10-8', '10-9', '10-10', '11-10', '11-11', '12-11', '13-11', '13-12', '13-13', '14-13', '14-14', '15-14', '15-15', '16-15', '17-15', '18-15', '19-15', '20-15', '20-16', '20-17', '21-17']",7.0,3.0,4.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '4-2', '4-3', '5-3', '6-3', '7-3', '8-3', '9-3', '10-3', '11-3', '11-4', '11-5', '11-6', '12-6', '12-7', '13-7', '13-8', '14-8', '14-9', '14-10', '14-11', '15-11', '16-11', '16-12', '16-13', '16-14', '17-14', '18-14', '18-15', '18-16', '19-16', '20-16', '20-17', '20-18', '20-19', '21-19']",,,,,[]
TOYOTA Thailand Open 2018,Bangkok,Thailand,11-07-2018,HSBC BWF World Tour Super 500,MD,Round of 32,1,2,False,21-18,21-15,,Akbar Bintang Cahyono,Moh Reza Pahlevi Isfahani,Tinn Isriyanet,Tinn Isriyanet,INA,INA,THA,THA,42,33,4,3,3,0,4,3,2,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '4-2', '5-2', '5-3', '5-4', '5-5', '6-5', '7-5', '7-6', '8-6', '8-7', '9-7', '9-8', '9-9', '10-9', '10-10', '11-10', '12-10', '13-10', '14-10', '14-11', '15-11', '15-12', '16-12', '16-13', '17-13', '17-14', '18-14', '19-14', '19-15', '19-16', '19-17', '20-17', '20-18', '21-18']",3.0,2.0,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '4-2', '5-2', '5-3', '5-4', '6-4', '7-4', '7-5', '7-6', '8-6', '9-6', '9-7', '9-8', '10-8', '11-8', '11-9', '12-9', '13-9', '13-10', '13-11', '14-11', '15-11', '15-12', '16-12', '16-13', '17-13', '18-13', '19-13', '19-14', '19-15', '20-15', '21-15']",,,,,[]
TOYOTA Thailand Open 2018,Bangkok,Thailand,11-07-2018,HSBC BWF World Tour Super 500,MD,Round of 32,1,2,False,21-6,21-6,,Min Chun Liao,Ching Heng Su,Tarun Kona,Tarun Kona,TPE,TPE,IND,IND,42,12,8,2,3,0,7,2,1,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '4-2', '5-2', '5-3', '6-3', '7-3', '8-3', '8-4', '8-5', '9-5', '10-5', '11-5', '12-5', '13-5', '14-5', '14-6', '15-6', '16-6', '17-6', '18-6', '19-6', '20-6', '21-6']",8.0,1.0,2.0,0.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '5-3', '6-3', '7-3', '8-3', '9-3', '10-3', '11-3', '12-3', '12-4', '13-4', '13-5', '14-5', '15-5', '16-5', '17-5', '18-5', '19-5', '20-5', '20-6', '21-6']",,,,,[]
TOYOTA Thailand Open 2018,Bangkok,Thailand,11-07-2018,HSBC BWF World Tour Super 500,MD,Round of 32,1,3,False,14-21,21-12,21-14,Yonny Chung,Chun Hei Tam,Anilkumar Raju Mandiraju,Anilkumar Raju Mandiraju,HKG,HKG,IND,IND,56,47,7,4,3,2,2,4,0,2,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '4-2', '4-3', '4-4', '4-5', '4-6', '5-6', '6-6', '6-7', '7-7', '7-8', '7-9', '7-10', '8-10', '8-11', '9-11', '9-12', '10-12', '10-13', '11-13', '11-14', '11-15', '11-16', '12-16', '12-17', '12-18', '12-19', '13-19', '13-20', '14-20', '14-21']",6.0,2.0,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '4-4', '4-5', '5-5', '5-6', '6-6', '7-6', '8-6', '8-7', '9-7', '10-7', '11-7', '12-7', '13-7', '14-7', '14-8', '15-8', '15-9', '15-10', '16-10', '17-10', '17-11', '18-11', '18-12', '19-12', '20-12', '21-12']",4.0,2.0,2.0,0.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '5-1', '6-1', '6-2', '7-2', '7-3', '8-3', '8-4', '9-4', '10-4', '10-5', '11-5', '12-5', '12-6', '13-6', '13-7', '13-8', '14-8', '15-8', '15-9', '16-9', '16-10', '17-10', '17-11', '17-12', '18-12', '18-13', '19-13', '20-13', '20-14', '21-14']"
TOYOTA Thailand Open 2018,Bangkok,Thailand,11-07-2018,HSBC BWF World Tour Super 500,MD,Round of 32,1,2,False,21-13,21-14,,Takuto Inoue,Yuki Kaneko,Inkarat Apisuk,Inkarat Apisuk,JPN,JPN,THA,THA,42,27,9,3,2,0,9,3,1,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '4-2', '5-2', '6-2', '7-2', '8-2', '9-2', '10-2', '10-3', '11-3', '11-4', '12-4', '12-5', '13-5', '13-6', '14-6', '14-7', '14-8', '14-9', '15-9', '15-10', '16-10', '16-11', '17-11', '17-12', '18-12', '18-13', '19-13', '20-13', '21-13']",7.0,3.0,1.0,0.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '3-3', '4-3', '5-3', '5-4', '6-4', '7-4', '8-4', '8-5', '8-6', '8-7', '9-7', '9-8', '10-8', '10-9', '11-9', '11-10', '12-10', '13-10', '14-10', '15-10', '16-10', '17-10', '18-10', '18-11', '18-12', '19-12', '19-13', '19-14', '20-14', '21-14']",,,,,[]
TOYOTA Thailand Open 2018,Bangkok,Thailand,11-07-2018,HSBC BWF World Tour Super 500,MD,Round of 32,2,2,False,18-21,14-21,,Phillip Chew,Ryan Chew,Xuanyi Ou,Xuanyi Ou,USA,USA,CHN,CHN,32,42,3,6,0,6,3,6,0,3,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '3-3', '3-4', '4-4', '4-5', '5-5', '5-6', '5-7', '5-8', '5-9', '5-10', '5-11', '6-11', '6-12', '7-12', '7-13', '7-14', '7-15', '8-15', '8-16', '9-16', '10-16', '10-17', '11-17', '12-17', '12-18', '13-18', '13-19', '14-19', '15-19', '16-19', '16-20', '17-20', '18-20', '18-21']",3.0,3.0,0.0,3.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '1-5', '2-5', '2-6', '2-7', '3-7', '4-7', '4-8', '5-8', '5-9', '6-9', '6-10', '6-11', '7-11', '7-12', '7-13', '8-13', '9-13', '10-13', '10-14', '10-15', '11-15', '11-16', '11-17', '11-18', '12-18', '12-19', '12-20', '13-20', '14-20', '14-21']",,,,,[]
TOYOTA Thailand Open 2018,Bangkok,Thailand,11-07-2018,HSBC BWF World Tour Super 500,MD,Round of 32,2,2,False,10-21,7-21,,Thom Gicquel,Bastian Kersaudy,Hiroyuki Endo,Hiroyuki Endo,FRA,FRA,JPN,JPN,17,42,2,7,0,3,2,5,0,1,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '2-4', '2-5', '3-5', '3-6', '3-7', '3-8', '4-8', '4-9', '5-9', '5-10', '6-10', '7-10', '7-11', '7-12', '7-13', '7-14', '8-14', '8-15', '8-16', '8-17', '8-18', '8-19', '9-19', '10-19', '10-20', '10-21']",1.0,7.0,0.0,2.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '2-4', '2-5', '3-5', '3-6', '3-7', '4-7', '4-8', '4-9', '5-9', '5-10', '5-11', '5-12', '5-13', '6-13', '6-14', '6-15', '6-16', '6-17', '6-18', '6-19', '6-20', '7-20', '7-21']",,,,,[]
TOYOTA Thailand Open 2018,Bangkok,Thailand,11-07-2018,HSBC BWF World Tour Super 500,MD,Round of 32,2,2,False,17-21,9-21,,Li-Wei Po,Ming-Tse Yang,Jason Anthony Ho-Shue,Jason Anthony Ho-Shue,TPE,TPE,CAN,CAN,26,42,3,8,0,5,3,3,0,2,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '4-4', '4-5', '5-5', '5-6', '6-6', '6-7', '6-8', '7-8', '7-9', '7-10', '8-10', '9-10', '10-10', '10-11', '10-12', '10-13', '11-13', '11-14', '11-15', '11-16', '12-16', '13-16', '13-17', '14-17', '15-17', '15-18', '16-18', '16-19', '16-20', '17-20', '17-21']",2.0,8.0,0.0,3.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '1-5', '1-6', '1-7', '1-8', '1-9', '1-10', '2-10', '2-11', '2-12', '3-12', '3-13', '3-14', '4-14', '4-15', '5-15', '6-15', '6-16', '6-17', '6-18', '7-18', '7-19', '7-20', '8-20', '9-20', '9-21']",,,,,[]
TOYOTA Thailand Open 2018,Bangkok,Thailand,11-07-2018,HSBC BWF World Tour Super 500,MD,Round of 32,2,3,False,16-21,21-14,17-21,Rian Swastedian,Amri Syahnawi,Nipitphon Phuangphuapet,Nipitphon Phuangphuapet,INA,INA,THA,THA,54,56,5,4,2,4,3,3,0,1,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '2-4', '2-5', '3-5', '4-5', '4-6', '4-7', '5-7', '5-8', '5-9', '6-9', '6-10', '7-10', '7-11', '7-12', '8-12', '8-13', '9-13', '9-14', '10-14', '11-14', '12-14', '12-15', '12-16', '13-16', '13-17', '13-18', '14-18', '15-18', '16-18', '16-19', '16-20', '16-21']",5.0,3.0,2.0,0.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '4-2', '4-3', '5-3', '6-3', '7-3', '8-3', '8-4', '8-5', '8-6', '9-6', '10-6', '11-6', '12-6', '13-6', '13-7', '14-7', '15-7', '16-7', '16-8', '16-9', '17-9', '17-10', '17-11', '17-12', '18-12', '18-13', '19-13', '20-13', '20-14', '21-14']",2.0,3.0,0.0,3.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '2-4', '3-4', '3-5', '4-5', '4-6', '5-6', '5-7', '6-7', '6-8', '6-9', '6-10', '7-10', '7-11', '8-11', '8-12', '9-12', '9-13', '9-14', '9-15', '10-15', '11-15', '11-16', '11-17', '12-17', '13-17', '13-18', '14-18', '14-19', '15-19', '15-20', '16-20', '17-20', '17-21']"
TOYOTA Thailand Open 2018,Bangkok,Thailand,11-07-2018,HSBC BWF World Tour Super 500,MD,Round of 32,1,3,False,21-18,15-21,21-17,Manu Attri,B. Sumeeth Reddy,Hung Ling Chen,Hung Ling Chen,IND,IND,TPE,TPE,57,56,6,4,2,1,6,3,1,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '3-3', '3-4', '4-4', '4-5', '4-6', '4-7', '5-7', '5-8', '6-8', '6-9', '7-9', '7-10', '7-11', '8-11', '9-11', '9-12', '9-13', '10-13', '11-13', '11-14', '12-14', '13-14', '14-14', '15-14', '16-14', '17-14', '17-15', '17-16', '18-16', '18-17', '18-18', '19-18', '20-18', '21-18']",4.0,4.0,0.0,1.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '2-4', '3-4', '4-4', '4-5', '5-5', '5-6', '6-6', '7-6', '7-7', '7-8', '8-8', '9-8', '10-8', '11-8', '11-9', '11-10', '11-11', '11-12', '12-12', '12-13', '12-14', '13-14', '13-15', '13-16', '13-17', '14-17', '14-18', '15-18', '15-19', '15-20', '15-21']",4.0,4.0,1.0,0.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '2-4', '2-5', '3-5', '3-6', '4-6', '4-7', '5-7', '6-7', '6-8', '6-9', '7-9', '8-9', '8-10', '9-10', '10-10', '10-11', '10-12', '11-12', '11-13', '12-13', '12-14', '13-14', '14-14', '14-15', '14-16', '15-16', '16-16', '17-16', '18-16', '18-17', '19-17', '20-17', '21-17']"
TOYOTA Thailand Open 2018,Bangkok,Thailand,11-07-2018,HSBC BWF World Tour Super 500,MD,Round of 32,2,2,False,16-21,16-21,,Pakin Kuna-Anuvit,Natthapat Trinkajee,Aaron Chia,Aaron Chia,THA,THA,MAS,MAS,32,42,4,4,0,5,2,4,0,3,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '2-4', '3-4', '4-4', '4-5', '4-6', '4-7', '4-8', '5-8', '5-9', '5-10', '6-10', '6-11', '7-11', '8-11', '8-12', '9-12', '10-12', '10-13', '10-14', '11-14', '11-15', '12-15', '12-16', '12-17', '13-17', '13-18', '13-19', '14-19', '14-20', '15-20', '16-20', '16-21']",4.0,4.0,0.0,2.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '2-4', '2-5', '2-6', '2-7', '3-7', '3-8', '4-8', '4-9', '4-10', '5-10', '5-11', '6-11', '6-12', '7-12', '8-12', '8-13', '9-13', '9-14', '10-14', '10-15', '11-15', '12-15', '13-15', '14-15', '14-16', '14-17', '14-18', '15-18', '15-19', '15-20', '16-20', '16-21']",,,,,[]
TOYOTA Thailand Open 2018,Bangkok,Thailand,11-07-2018,HSBC BWF World Tour Super 500,MD,Round of 32,2,2,False,13-21,16-21,,Peter Briggs,Tom Wolfenden,Jhe-Huei Lee,Jhe-Huei Lee,ENG,ENG,TPE,TPE,29,42,2,4,0,5,2,4,0,3,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '2-4', '3-4', '3-5', '4-5', '4-6', '4-7', '5-7', '5-8', '6-8', '6-9', '6-10', '6-11', '7-11', '7-12', '7-13', '7-14', '7-15', '8-15', '9-15', '9-16', '10-16', '10-17', '10-18', '11-18', '11-19', '11-20', '12-20', '13-20', '13-21']",2.0,4.0,0.0,2.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '3-3', '3-4', '3-5', '4-5', '4-6', '4-7', '4-8', '4-9', '5-9', '6-9', '6-10', '6-11', '6-12', '6-13', '7-13', '8-13', '8-14', '9-14', '9-15', '10-15', '10-16', '11-16', '11-17', '12-17', '13-17', '13-18', '13-19', '14-19', '15-19', '15-20', '16-20', '16-21']",,,,,[]
TOYOTA Thailand Open 2018,Bangkok,Thailand,11-07-2018,HSBC BWF World Tour Super 500,MD,Round of 32,1,2,False,21-11,21-15,,Bodin Isara,Maneepong Jongjit,Satwiksairaj Rankireddy,Satwiksairaj Rankireddy,THA,THA,IND,IND,42,26,8,3,3,0,8,2,1,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '3-3', '4-3', '5-3', '6-3', '7-3', '8-3', '9-3', '10-3', '11-3', '11-4', '12-4', '12-5', '13-5', '13-6', '14-6', '15-6', '15-7', '15-8', '16-8', '16-9', '16-10', '17-10', '18-10', '18-11', '19-11', '20-11', '21-11']",4.0,3.0,2.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '4-3', '5-3', '5-4', '6-4', '6-5', '6-6', '6-7', '7-7', '8-7', '8-8', '9-8', '10-8', '11-8', '12-8', '12-9', '12-10', '12-11', '13-11', '14-11', '14-12', '15-12', '16-12', '16-13', '17-13', '18-13', '18-14', '19-14', '20-14', '20-15', '21-15']",,,,,[]
TOYOTA Thailand Open 2018,Bangkok,Thailand,12-07-2018,HSBC BWF World Tour Super 500,MD,Round of 16,1,2,False,21-14,21-13,,Takeshi Kamura,Keigo Sonoda,Akbar Bintang Cahyono,Akbar Bintang Cahyono,JPN,JPN,INA,INA,42,27,7,3,2,0,7,3,1,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '3-3', '4-3', '4-4', '5-4', '6-4', '7-4', '8-4', '8-5', '9-5', '10-5', '10-6', '10-7', '11-7', '11-8', '11-9', '12-9', '12-10', '13-10', '13-11', '14-11', '14-12', '14-13', '14-14', '15-14', '16-14', '17-14', '18-14', '19-14', '20-14', '21-14']",4.0,2.0,1.0,0.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '3-3', '3-4', '4-4', '5-4', '6-4', '6-5', '7-5', '7-6', '8-6', '8-7', '9-7', '10-7', '10-8', '11-8', '12-8', '13-8', '14-8', '14-9', '15-9', '15-10', '16-10', '17-10', '17-11', '17-12', '18-12', '18-13', '19-13', '20-13', '21-13']",,,,,[]
TOYOTA Thailand Open 2018,Bangkok,Thailand,12-07-2018,HSBC BWF World Tour Super 500,MD,Round of 16,1,3,False,19-21,21-18,21-18,Min Chun Liao,Ching Heng Su,Yonny Chung,Yonny Chung,TPE,TPE,HKG,HKG,61,57,4,5,6,2,4,5,0,2,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '3-3', '3-4', '4-4', '5-4', '5-5', '6-5', '6-6', '6-7', '7-7', '8-7', '9-7', '9-8', '9-9', '9-10', '9-11', '9-12', '10-12', '11-12', '11-13', '12-13', '13-13', '13-14', '13-15', '13-16', '14-16', '14-17', '14-18', '15-18', '16-18', '17-18', '18-18', '18-19', '18-20', '19-20', '19-21']",4.0,3.0,4.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '4-2', '4-3', '5-3', '6-3', '6-4', '7-4', '7-5', '7-6', '8-6', '8-7', '9-7', '10-7', '10-8', '11-8', '11-9', '12-9', '12-10', '13-10', '14-10', '14-11', '14-12', '15-12', '15-13', '16-13', '17-13', '18-13', '19-13', '19-14', '19-15', '20-15', '20-16', '20-17', '20-18', '21-18']",3.0,3.0,2.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '2-4', '3-4', '4-4', '5-4', '5-5', '5-6', '6-6', '7-6', '7-7', '7-8', '7-9', '8-9', '8-10', '9-10', '10-10', '11-10', '11-11', '12-11', '13-11', '13-12', '13-13', '14-13', '15-13', '16-13', '16-14', '16-15', '17-15', '17-16', '18-16', '19-16', '19-17', '20-17', '20-18', '21-18']"
TOYOTA Thailand Open 2018,Bangkok,Thailand,12-07-2018,HSBC BWF World Tour Super 500,MD,Round of 16,1,3,False,21-18,13-21,21-19,Aaron Chia,Wooi Yik Soh,Jhe-Huei Lee,Jhe-Huei Lee,MAS,MAS,TPE,TPE,55,58,5,6,4,2,4,3,2,0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '3-3', '3-4', '4-4', '5-4', '5-5', '6-5', '7-5', '7-6', '8-6', '8-7', '9-7', '9-8', '10-8', '10-9', '11-9', '12-9', '13-9', '13-10', '14-10', '14-11', '15-11', '15-12', '15-13', '15-14', '16-14', '16-15', '16-16', '16-17', '17-17', '18-17', '19-17', '20-17', '20-18', '21-18']",2.0,4.0,0.0,2.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '3-5', '4-5', '5-5', '5-6', '5-7', '6-7', '7-7', '7-8', '7-9', '7-10', '8-10', '8-11', '8-12', '8-13', '8-14', '9-14', '9-15', '9-16', '9-17', '9-18', '10-18', '10-19', '11-19', '12-19', '12-20', '13-20', '13-21']",5.0,6.0,2.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '3-5', '3-6', '3-7', '4-7', '4-8', '5-8', '6-8', '7-8', '7-9', '7-10', '8-10', '9-10', '10-10', '11-10', '11-11', '11-12', '12-12', '12-13', '13-13', '13-14', '13-15', '13-16', '13-17', '14-17', '15-17', '15-18', '16-18', '17-18', '18-18', '19-18', '20-18', '20-19', '21-19']"
TOYOTA Thailand Open 2018,Bangkok,Thailand,12-07-2018,HSBC BWF World Tour Super 500,MD,Round of 16,1,3,False,22-24,21-13,21-19,Hiroyuki Endo,Yuta Watanabe,Manu Attri,Manu Attri,JPN,JPN,IND,IND,64,56,4,7,3,3,3,3,1,3,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '3-3', '3-4', '4-4', '4-5', '4-6', '4-7', '5-7', '5-8', '6-8', '6-9', '7-9', '8-9', '8-10', '9-10', '10-10', '11-10', '11-11', '12-11', '13-11', '13-12', '13-13', '14-13', '14-14', '15-14', '16-14', '17-14', '17-15', '17-16', '18-16', '18-17', '18-18', '19-18', '19-19', '19-20', '20-20', '20-21', '21-21', '22-21', '22-22', '22-23', '22-24']",4.0,2.0,1.0,0.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '5-3', '5-4', '6-4', '6-5', '6-6', '7-6', '8-6', '9-6', '9-7', '10-7', '11-7', '12-7', '12-8', '13-8', '13-9', '14-9', '14-10', '14-11', '15-11', '15-12', '16-12', '17-12', '18-12', '19-12', '19-13', '20-13', '21-13']",4.0,7.0,1.0,0.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '5-3', '5-4', '6-4', '6-5', '7-5', '8-5', '9-5', '10-5', '10-6', '10-7', '10-8', '10-9', '10-10', '10-11', '10-12', '11-12', '11-13', '12-13', '13-13', '13-14', '14-14', '14-15', '15-15', '16-15', '17-15', '17-16', '18-16', '18-17', '18-18', '19-18', '19-19', '20-19', '21-19']"
TOYOTA Thailand Open 2018,Bangkok,Thailand,12-07-2018,HSBC BWF World Tour Super 500,MD,Round of 16,1,2,False,21-13,21-18,,Takuto Inoue,Yuki Kaneko,Jason Anthony Ho-Shue,Jason Anthony Ho-Shue,JPN,JPN,CAN,CAN,42,31,6,3,3,0,6,2,1,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '7-2', '8-2', '9-2', '9-3', '9-4', '10-4', '10-5', '10-6', '11-6', '11-7', '12-7', '13-7', '13-8', '14-8', '14-9', '15-9', '16-9', '17-9', '17-10', '18-10', '18-11', '18-12', '19-12', '19-13', '20-13', '21-13']",3.0,3.0,2.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '5-2', '6-2', '6-3', '7-3', '7-4', '8-4', '8-5', '8-6', '9-6', '9-7', '10-7', '11-7', '11-8', '12-8', '12-9', '12-10', '12-11', '13-11', '13-12', '14-12', '15-12', '15-13', '15-14', '16-14', '16-15', '17-15', '18-15', '18-16', '19-16', '19-17', '20-17', '20-18', '21-18']",,,,,[]
TOYOTA Thailand Open 2018,Bangkok,Thailand,12-07-2018,HSBC BWF World Tour Super 500,MD,Round of 16,2,3,False,21-17,16-21,19-21,Nipitphon Phuangphuapet,Nanthakarn Yordphaisong,Bodin Isara,Bodin Isara,THA,THA,THA,THA,56,59,3,4,1,4,2,3,1,0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '4-4', '4-5', '5-5', '6-5', '6-6', '6-7', '7-7', '7-8', '8-8', '8-9', '9-9', '10-9', '10-10', '11-10', '11-11', '12-11', '12-12', '13-12', '14-12', '14-13', '15-13', '16-13', '16-14', '17-14', '17-15', '18-15', '19-15', '19-16', '19-17', '20-17', '21-17']",3.0,4.0,0.0,3.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '2-4', '3-4', '3-5', '4-5', '5-5', '5-6', '5-7', '6-7', '6-8', '6-9', '6-10', '6-11', '7-11', '7-12', '8-12', '9-12', '9-13', '9-14', '10-14', '10-15', '10-16', '11-16', '12-16', '13-16', '13-17', '14-17', '14-18', '14-19', '14-20', '15-20', '16-20', '16-21']",3.0,4.0,0.0,1.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '5-3', '5-4', '5-5', '5-6', '6-6', '6-7', '6-8', '6-9', '6-10', '7-10', '8-10', '8-11', '9-11', '9-12', '9-13', '10-13', '10-14', '10-15', '11-15', '11-16', '11-17', '12-17', '13-17', '14-17', '14-18', '15-18', '16-18', '16-19', '17-19', '18-19', '19-19', '19-20', '19-21']"
TOYOTA Thailand Open 2018,Bangkok,Thailand,12-07-2018,HSBC BWF World Tour Super 500,MD,Round of 16,1,2,False,21-17,21-13,,Xuanyi Ou,Xiangyu Ren,Chengkai Han,Chengkai Han,CHN,CHN,CHN,CHN,42,30,5,3,3,0,4,3,2,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '3-3', '4-3', '5-3', '6-3', '7-3', '7-4', '7-5', '7-6', '8-6', '9-6', '9-7', '9-8', '10-8', '10-9', '11-9', '11-10', '12-10', '12-11', '13-11', '14-11', '14-12', '15-12', '16-12', '16-13', '17-13', '17-14', '17-15', '18-15', '19-15', '19-16', '20-16', '20-17', '21-17']",4.0,3.0,1.0,0.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '4-2', '5-2', '5-3', '5-4', '6-4', '7-4', '8-4', '9-4', '9-5', '10-5', '11-5', '11-6', '11-7', '11-8', '12-8', '12-9', '13-9', '13-10', '14-10', '15-10', '15-11', '16-11', '17-11', '18-11', '18-12', '19-12', '19-13', '20-13', '21-13']",,,,,[]
TOYOTA Thailand Open 2018,Bangkok,Thailand,12-07-2018,HSBC BWF World Tour Super 500,MD,Round of 16,2,2,False,17-21,15-21,,Ching Yao Lu,Po Han Yang,Wahyu Nayaka Arya Pangkaryanira,Wahyu Nayaka Arya Pangkaryanira,TPE,TPE,INA,INA,32,42,4,5,0,2,4,5,0,1,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '3-3', '3-4', '3-5', '4-5', '4-6', '4-7', '5-7', '6-7', '6-8', '7-8', '7-9', '7-10', '8-10', '9-10', '9-11', '10-11', '10-12', '11-12', '11-13', '11-14', '11-15', '12-15', '12-16', '12-17', '13-17', '14-17', '15-17', '16-17', '16-18', '17-18', '17-19', '17-20', '17-21']",3.0,4.0,0.0,1.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '3-3', '4-3', '4-4', '4-5', '5-5', '5-6', '5-7', '6-7', '6-8', '6-9', '6-10', '7-10', '8-10', '8-11', '9-11', '10-11', '10-12', '11-12', '12-12', '13-12', '13-13', '13-14', '13-15', '13-16', '14-16', '14-17', '15-17', '15-18', '15-19', '15-20', '15-21']",,,,,[]
TOYOTA Thailand Open 2018,Bangkok,Thailand,13-07-2018,HSBC BWF World Tour Super 500,MD,Quarter final,1,2,False,21-19,21-13,,Takeshi Kamura,Keigo Sonoda,Min Chun Liao,Min Chun Liao,JPN,JPN,TPE,TPE,42,32,6,3,4,0,5,3,1,0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '4-2', '4-3', '5-3', '5-4', '6-4', '6-5', '6-6', '7-6', '7-7', '8-7', '8-8', '8-9', '8-10', '9-10', '10-10', '10-11', '10-12', '11-12', '12-12', '12-13', '12-14', '13-14', '14-14', '14-15', '14-16', '15-16', '15-17', '16-17', '16-18', '16-19', '17-19', '18-19', '19-19', '20-19', '21-19']",4.0,3.0,3.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '2-4', '3-4', '4-4', '5-4', '6-4', '6-5', '6-6', '7-6', '8-6', '9-6', '9-7', '10-7', '11-7', '11-8', '12-8', '13-8', '13-9', '14-9', '15-9', '16-9', '17-9', '17-10', '17-11', '18-11', '19-11', '20-11', '20-12', '20-13', '21-13']",,,,,[]
